idx,avg_neg_mean,avg_neg_std,degree_mean,fiedler_mean,graph_type,pseudo_count
17,0.047982666807189885,0.0033775131792555544,3.6,0.025197632483409577,erdos,32
18,0.04767448006973456,0.003631366903505804,3.6,0.02519763248340941,erdos,32
19,0.055451413332027036,0.01778030057182416,3.0,0.025197632483409376,erdos,32
20,0.06071840111922168,0.03266030456043028,4.0,0.025197632483409525,erdos,32
21,0.04767448006973456,0.0036313669035058027,3.2,0.02519763248340947,erdos,32
22,0.04767448006973456,0.003631366903505799,2.8,0.02519763248340946,erdos,32
23,0.04767448006973456,0.0036313669035058075,2.2,0.02519763248340932,erdos,32
24,0.04767448006973456,0.0036313669035057997,2.2,0.22519763234503604,erdos,32
25,0.04767448006973456,0.003631366903505806,3.8,0.025197632483409428,erdos,32
26,0.05760763801449962,0.025708992552641325,2.8,0.025197632483409383,erdos,32
27,0.04767448006973456,0.003631366903505801,2.0,0.025197632483409466,erdos,32
28,0.04767448006973456,0.003631366903505799,2.4,0.14066768632133458,erdos,32
29,0.04854697654758513,0.0032575299585165594,4.0,0.025197632483409615,erdos,32
30,0.04767448006973456,0.0036313669035058053,2.4,0.025542368888971295,erdos,32
31,0.04767448006973456,0.0036313669035057993,2.6,0.14074602314365764,erdos,32
0,0.06056317037452589,0.030225507579076615,4.4,0.025197632483409095,erdos,40
1,0.05699147998719269,0.02147236799032663,3.0,0.025197632483409588,erdos,40
2,0.04846618015518559,0.0031856497182286203,3.0,0.025197632483409116,erdos,40
3,0.06635190740424608,0.025946618195901286,2.8,0.025197632483409595,erdos,40
4,0.06352431011667135,0.03684660952344243,4.8,0.02519763248340935,erdos,40
5,0.06531284040435438,0.02692469930369304,4.0,0.025197632483409605,erdos,40
6,0.048466180155185584,0.003185649718228615,3.0,0.025197632483409487,erdos,40
7,0.06354985823268014,0.03384166319184728,2.8,0.02519763248340956,erdos,40
8,0.04846618015518559,0.0031856497182286207,1.8,0.025197632483409515,erdos,40
9,0.04846618015518559,0.00318564971822862,3.8,0.025197632483409595,erdos,40
10,0.04846618015518559,0.003185649718228613,3.2,0.025197632483409404,erdos,40
11,0.04846618015518559,0.00318564971822862,2.2,0.02519763248340922,erdos,40
12,0.04846618015518559,0.00318564971822862,2.0,0.22519733456272983,erdos,40
13,0.058660292993878496,0.020991835860644875,3.6,0.025197632483409504,erdos,40
14,0.053051459242899036,0.013430257247119994,3.4,0.02519763248340931,erdos,40
15,0.049706363109403025,0.003844921695708733,3.8,0.025197632483409456,erdos,40
16,0.0484661801551856,0.0031856497182286194,2.4,0.025197632483409487,erdos,40
17,0.04880376219657453,0.0031442858757143193,3.6,0.025197632483409577,erdos,40
18,0.048466180155185584,0.0031856497182286107,3.6,0.02519763248340941,erdos,40
19,0.056168827423818554,0.016668834915193362,3.0,0.025197632483409376,erdos,40
20,0.05959459006569352,0.0280597854271238,4.0,0.025197632483409525,erdos,40
21,0.04846618015518559,0.00318564971822862,3.2,0.02519763248340947,erdos,40
22,0.0484661801551856,0.0031856497182286185,2.8,0.02519763248340946,erdos,40
23,0.048466180155185584,0.003185649718228611,2.2,0.02519763248340932,erdos,40
24,0.0484661801551856,0.0031856497182286194,2.2,0.22519763234503604,erdos,40
25,0.04846618015518559,0.00318564971822862,3.8,0.025197632483409428,erdos,40
26,0.05615772949846759,0.0203752014223818,2.8,0.025197632483409383,erdos,40
27,0.04846618015518559,0.003185649718228621,2.0,0.025197632483409466,erdos,40
28,0.04846618015518559,0.0031856497182286103,2.4,0.14066768632133458,erdos,40
29,0.049423299500346254,0.0035172251667420196,4.0,0.025197632483409615,erdos,40
30,0.0484661801551856,0.0031856497182286185,2.4,0.025542368888971295,erdos,40
31,0.04846618015518559,0.0031856497182286116,2.6,0.14074602314365764,erdos,40
32,0.08291241575879078,0.03453846162110452,3.8,0.025197632483409105,erdos,40
33,0.06026692074501265,0.02602622615142753,4.6,0.02519763248340951,erdos,40
34,0.059353014233016185,0.023711560067274255,4.0,0.025197632483409227,erdos,40
35,0.04846618015518559,0.0031856497182286116,2.4,0.025197632483409376,erdos,40
36,0.04846618015518559,0.00318564971822862,4.0,0.025197632483409622,erdos,40
37,0.04846618015518559,0.0031856497182286103,2.6,0.02519763248340941,erdos,40
38,0.057433324331811975,0.02322730751290806,2.6,0.02519763248340965,erdos,40
39,0.04846618015518559,0.00318564971822862,3.0,0.02519763248340958,erdos,40
